2019-05-09 18:35:27,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:35:43,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:36:02,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:36:24,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:36:40,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:36:56,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:37:19,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:38:15,0.00000249,0.00000043,,0.00000117,,,,,0.00000002,0.00000530,,,0.00000597,0.00000012,0.00000191,,,0.00002521,0.00000162,,0.00000096,,0.00001026,0.00003860,0.00059807,,,0.00000009,0.00002389,,,0.00022713,,0.00000528,,,,,,0.00000332,0.00001618,0.00000539,
2019-05-09 18:38:38,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:39:02,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:40:05,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:40:37,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:41:50,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:43:45,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:44:13,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
2019-05-09 18:44:30,0.00000249,0.00000048,,0.00000111,,,,,0.00000002,0.00000267,,,0.00000539,0.00000012,0.00000166,,,0.00004030,0.00000149,,0.00000096,,0.00001026,0.00002905,0.00071848,,,0.00000009,0.00001972,,,0.00023964,,0.00000528,,,,,,0.00000369,0.00002110,0.00000449,
