2019-05-09 18:35:27,786463964697577
2019-05-09 18:35:43,786371699255687
2019-05-09 18:36:02,786371699255687
2019-05-09 18:36:24,786371699255687
2019-05-09 18:36:40,786371699255687
2019-05-09 18:36:56,786765624111705
2019-05-09 18:37:19,786765624111705
2019-05-09 18:38:15,786848774678555
2019-05-09 18:38:38,786848774678555
2019-05-09 18:39:02,786092445254287
2019-05-09 18:40:05,785462831681809
2019-05-09 18:40:37,784846880877518
2019-05-09 18:41:50,784172356263681
2019-05-09 18:43:45,768622427168513
2019-05-09 18:44:13,768622427168513
2019-05-09 18:44:30,768622427168513
